filename,category,ef_number,event_id,episode_id,DBZ_mean,DBZ_max,DBZ_std,VEL_mean,VEL_max,VEL_std,VEL_rotation,ZDR_mean,ZDR_max,ZDR_std,RHOHV_mean,RHOHV_max,RHOHV_std,KDP_mean,KDP_max,KDP_std,range_span_km,alpha_rtm
WRN_210317_101920_KLZK_1085177n_Q0.nc,WRN,-1.0,948208,156888,29.846579,67.5,15.349012,-4.583486,30.625,9.71176,52.125,0.73173636,20.0,1.1339552,0.97943985,1.0517578,0.046088647,0.3724664,10.0,0.86976075,59.75,0.9666213
WRN_210317_102357_KLZK_1085177n_Q0.nc,WRN,-1.0,948208,156888,30.345364,67.5,15.3348255,-3.7661932,30.625,9.815161,50.125,0.7447961,20.0,1.1421262,0.97822094,1.0517578,0.048334032,0.38250536,10.0,0.87940675,59.75,0.9570556
WRN_210317_102946_KLZK_1085177n_Q0.nc,WRN,-1.0,948208,156888,31.124716,67.5,14.919027,-2.3752866,29.125,9.677152,49.625,0.7714269,20.0,1.128296,0.976421,1.0517578,0.048612576,0.39723238,10.0,0.891899,59.75,0.9546046
WRN_210317_103544_KLZK_1085177n_Q0.nc,WRN,-1.0,948224,156894,31.138039,67.5,15.126409,-1.4264201,27.125,9.722771,49.625,0.7793061,20.0,1.1525753,0.9758965,1.0517578,0.050988022,0.40293998,8.6015625,0.89197874,59.75,0.9546046
WRN_210317_104141_KLZK_1085177n_Q0.nc,WRN,-1.0,948224,156894,31.0116,69.5,15.433711,-0.76671284,31.125,9.618619,51.125,0.7912065,20.0,1.179023,0.974483,1.0517578,0.057124645,0.39312983,8.3984375,0.8678381,59.75,0.9618853
WRN_210317_104141_KLZK_1085178n_Q0.nc,WRN,-1.0,948224,156894,31.0116,69.5,15.433711,-0.76671284,31.125,9.618619,51.125,0.7912065,20.0,1.179023,0.974483,1.0517578,0.057124645,0.39312983,8.3984375,0.8678381,59.75,0.9618853
WRN_210317_104738_KLZK_1085177n_Q0.nc,WRN,-1.0,948224,156894,31.066164,71.0,15.687152,-0.4831702,31.125,9.666717,51.125,0.7759279,20.0,1.2278045,0.97037154,1.0517578,0.07071896,0.3830969,9.0,0.85476285,59.75,0.9618853
WRN_210317_104738_KLZK_1085178n_Q0.nc,WRN,-1.0,948224,156894,31.066164,71.0,15.687152,-0.4831702,31.125,9.666717,51.125,0.7759279,20.0,1.2278045,0.97037154,1.0517578,0.07071896,0.3830969,9.0,0.85476285,59.75,0.9618853
WRN_210317_105337_KLZK_1085177n_Q0.nc,WRN,-1.0,948224,156894,31.23275,71.5,15.681687,-0.27447104,31.125,9.800514,47.125,0.7249075,20.0,1.26671,0.9642813,1.0517578,0.08541205,0.3720406,8.546875,0.82856137,59.75,0.9419668
WRN_210317_105337_KLZK_1085178n_Q0.nc,WRN,-1.0,948224,156894,31.23275,71.5,15.681687,-0.27447104,31.125,9.800514,47.125,0.7249075,20.0,1.26671,0.9642813,1.0517578,0.08541205,0.3720406,8.546875,0.82856137,59.75,0.9419668
WRN_210317_105935_KLZK_1085177n_Q0.nc,WRN,-1.0,948224,156894,31.666285,71.5,15.576827,-0.42236036,37.5,9.896039,56.5,0.6912267,20.0,1.2916266,0.9592548,1.0517578,0.09404852,0.37844923,8.546875,0.8284859,59.75,0.98632604
WRN_210317_105935_KLZK_1085178n_Q0.nc,WRN,-1.0,948224,156894,31.666285,71.5,15.576827,-0.42236036,37.5,9.896039,56.5,0.6912267,20.0,1.2916266,0.9592548,1.0517578,0.09404852,0.37844923,8.546875,0.8284859,59.75,0.98632604
WRN_210317_105935_KLZK_1085179n_Q0.nc,WRN,-1.0,948224,156894,31.666285,71.5,15.576827,-0.42236036,37.5,9.896039,56.5,0.6912267,20.0,1.2916266,0.9592548,1.0517578,0.09404852,0.37844923,8.546875,0.8284859,59.75,0.98632604
WRN_210317_110544_KLZK_1085177n_Q0.nc,WRN,-1.0,948224,156894,32.332764,70.5,15.260382,0.0038171469,37.5,9.647213,57.5,0.69516265,20.0,1.2762398,0.9563312,1.0517578,0.09517319,0.38975957,8.546875,0.84694445,59.75,0.9906154
WRN_210317_110544_KLZK_1085178n_Q0.nc,WRN,-1.0,948224,156894,32.332764,70.5,15.260382,0.0038171469,37.5,9.647213,57.5,0.69516265,20.0,1.2762398,0.9563312,1.0517578,0.09517319,0.38975957,8.546875,0.84694445,59.75,0.9906154
WRN_210317_110544_KLZK_1085179n_Q0.nc,WRN,-1.0,948224,156894,32.332764,70.5,15.260382,0.0038171469,37.5,9.647213,57.5,0.69516265,20.0,1.2762398,0.9563312,1.0517578,0.09517319,0.38975957,8.546875,0.84694445,59.75,0.9906154
WRN_210317_111154_KLZK_1085177n_P3.nc,WRN,-1.0,948224,156894,32.52938,71.5,13.308882,2.3820653,40.0,8.195644,57.5,0.6270182,20.0,1.1380665,0.9586811,1.0517578,0.079829775,0.34010488,7.703125,0.8076504,59.75,0.9906154
WRN_210317_111154_KLZK_1085178n_Q0.nc,WRN,-1.0,948224,156894,32.617477,71.5,15.037079,0.32292867,40.0,9.520307,57.5,0.69374144,20.0,1.2509302,0.9565842,1.0517578,0.08670801,0.38786167,7.703125,0.8615218,59.75,0.9906154
WRN_210317_111154_KLZK_1085179n_Q0.nc,WRN,-1.0,948224,156894,32.617477,71.5,15.037079,0.32292867,40.0,9.520307,57.5,0.69374144,20.0,1.2509302,0.9565842,1.0517578,0.08670801,0.38786167,7.703125,0.8615218,59.75,0.9906154
WRN_210317_111154_KLZK_1085180n_Q0.nc,WRN,-1.0,948224,156894,32.617477,71.5,15.037079,0.32292867,40.0,9.520307,57.5,0.69374144,20.0,1.2509302,0.9565842,1.0517578,0.08670801,0.38786167,7.703125,0.8615218,59.75,0.9906154
WRN_210317_111804_KLZK_1085177n_P3.nc,WRN,-1.0,948224,156894,32.573154,70.0,13.052409,2.0100956,41.0,8.234531,57.5,0.58683443,20.0,1.1182454,0.9589353,1.0517578,0.07277118,0.3350209,7.703125,0.7980035,59.75,0.9906154
WRN_210317_111804_KLZK_1085178n_Q0.nc,WRN,-1.0,948224,156894,32.516094,70.0,14.742406,0.7755625,41.0,9.242309,57.5,0.6723686,20.0,1.2061187,0.95849484,1.0517578,0.07749351,0.3742216,7.703125,0.8333695,59.75,0.9906154
WRN_210317_111804_KLZK_1085179n_Q0.nc,WRN,-1.0,948224,156894,32.516094,70.0,14.742406,0.7755625,41.0,9.242309,57.5,0.6723686,20.0,1.2061187,0.95849484,1.0517578,0.07749351,0.3742216,7.703125,0.8333695,59.75,0.9906154
WRN_210317_111804_KLZK_1085180n_Q0.nc,WRN,-1.0,948224,156894,32.516094,70.0,14.742406,0.7755625,41.0,9.242309,57.5,0.6723686,20.0,1.2061187,0.95849484,1.0517578,0.07749351,0.3742216,7.703125,0.8333695,59.75,0.9906154
WRN_210317_112338_KLZK_1085177n_P3.nc,WRN,-1.0,948224,156894,32.38645,70.0,12.865418,1.8643658,39.25,8.076321,56.0,0.5582288,18.0,1.0986441,0.96022207,1.0517578,0.06675694,0.31568775,7.1015625,0.7827343,59.75,0.98415273
WRN_210317_112338_KLZK_1085178n_Q0.nc,WRN,-1.0,948224,156894,32.371033,70.0,14.148344,1.2103589,39.25,8.863221,56.0,0.6410954,20.0,1.1469266,0.96154827,1.0517578,0.068412915,0.3403357,7.1015625,0.79430556,59.75,0.98415273
WRN_210317_112338_KLZK_1085179n_Q0.nc,WRN,-1.0,948224,156894,32.371033,70.0,14.148344,1.2103589,39.25,8.863221,56.0,0.6410954,20.0,1.1469266,0.96154827,1.0517578,0.068412915,0.3403357,7.1015625,0.79430556,59.75,0.98415273
WRN_210317_112338_KLZK_1085180n_Q0.nc,WRN,-1.0,948224,156894,32.371033,70.0,14.148344,1.2103589,39.25,8.863221,56.0,0.6410954,20.0,1.1469266,0.96154827,1.0517578,0.068412915,0.3403357,7.1015625,0.79430556,59.75,0.98415273
WRN_210317_112928_KLZK_1085177n_P3.nc,WRN,-1.0,948224,156894,32.241543,70.0,12.483667,2.479313,39.25,7.884365,57.625,0.5292517,20.0,1.0622069,0.9636323,1.0517578,0.05834316,0.294053,6.546875,0.72969973,59.75,0.9911463
WRN_210317_112928_KLZK_1085178n_P3.nc,WRN,-1.0,948224,156894,32.241543,70.0,12.483667,2.479313,39.25,7.884365,57.625,0.5292517,20.0,1.0622069,0.9636323,1.0517578,0.05834316,0.294053,6.546875,0.72969973,59.75,0.9911463
WRN_210317_112928_KLZK_1085179n_Q0.nc,WRN,-1.0,948224,156894,32.38898,70.0,13.751353,1.5160998,42.5625,8.676746,57.625,0.6299264,20.0,1.0994757,0.96473026,1.0517578,0.059966475,0.32050514,6.546875,0.7489864,59.75,0.9911463
WRN_210317_112928_KLZK_1085180n_Q0.nc,WRN,-1.0,948224,156894,32.38898,70.0,13.751353,1.5160998,42.5625,8.676746,57.625,0.6299264,20.0,1.0994757,0.96473026,1.0517578,0.059966475,0.32050514,6.546875,0.7489864,59.75,0.9911463
WRN_210317_113526_KLZK_1085178n_H1.nc,WRN,-1.0,948224,156894,32.46894,68.0,11.255297,6.035729,52.75,8.769286,58.125,0.54381347,20.0,0.9334352,0.9695159,1.0517578,0.047298066,0.24839337,6.546875,0.6568706,59.75,0.9932586
WRN_210317_113526_KLZK_1085179n_Q0.nc,WRN,-1.0,948224,156894,32.534523,68.0,13.168312,2.1658556,42.5625,8.674581,56.125,0.62472206,20.0,1.0484054,0.9653917,1.0517578,0.055605218,0.29317275,6.546875,0.72783774,59.75,0.9846979
WRN_210317_113526_KLZK_1085180n_Q0.nc,WRN,-1.0,948224,156894,32.534523,68.0,13.168312,2.1658556,42.5625,8.674581,56.125,0.62472206,20.0,1.0484054,0.9653917,1.0517578,0.055605218,0.29317275,6.546875,0.72783774,59.75,0.9846979
WRN_210317_113706_KSHV_1085181n_N3.nc,WRN,-1.0,939776,155786,20.879831,61.5,12.616138,-3.9093087,46.875,6.7984133,40.0,0.6522747,20.0,1.140795,0.99173486,1.0517578,0.040096328,0.063121244,2.5,0.17923386,59.75,0.90188915
WRN_210317_114123_KLZK_1085178n_Q0.nc,WRN,-1.0,948224,156894,32.33998,66.5,12.778262,3.021231,42.625,8.754033,52.625,0.5857191,20.0,1.0061179,0.96641946,1.0517578,0.054534916,0.26000237,6.546875,0.6773927,59.75,0.9689553
WRN_210317_114123_KLZK_1085179n_Q0.nc,WRN,-1.0,948224,156894,32.33998,66.5,12.778262,3.021231,42.625,8.754033,52.625,0.5857191,20.0,1.0061179,0.96641946,1.0517578,0.054534916,0.26000237,6.546875,0.6773927,59.75,0.9689553
WRN_210317_114123_KLZK_1085180n_Q0.nc,WRN,-1.0,948224,156894,32.33998,66.5,12.778262,3.021231,42.625,8.754033,52.625,0.5857191,20.0,1.0061179,0.96641946,1.0517578,0.054534916,0.26000237,6.546875,0.6773927,59.75,0.9689553
WRN_210317_114129_KSHV_1085181n_N3.nc,WRN,-1.0,939776,155786,22.290293,61.5,13.150454,-3.1118062,39.875,6.7732534,40.0,0.6958193,20.0,1.0850087,0.9910485,1.0517578,0.036882024,0.08225017,3.453125,0.23555472,59.75,0.90188915
WRN_210317_114546_KSHV_1085181n_K4.nc,WRN,-1.0,939779,155786,21.21892,62.5,13.252962,-5.186737,33.0,7.252099,39.0,0.7211112,20.0,1.158559,0.99120444,1.0517578,0.04111327,0.07645906,2.796875,0.19628176,59.75,0.8956992
WRN_210317_114722_KLZK_1085178n_T2.nc,WRN,-1.0,948224,156894,31.209217,66.5,11.265561,8.322317,53.625,9.573186,60.125,0.40189272,18.4375,0.89921707,0.96849364,1.0517578,0.049048375,0.1983172,6.1484375,0.59233594,59.75,1.0015296
WRN_210317_114722_KLZK_1085179n_Q0.nc,WRN,-1.0,948224,156894,32.1122,66.5,12.509312,3.7695415,45.125,8.536532,54.75,0.5232226,20.0,0.98389,0.9654937,1.0517578,0.055767186,0.23801108,6.1484375,0.660678,59.75,0.9786337
WRN_210317_114722_KLZK_1085180n_Q0.nc,WRN,-1.0,948224,156894,32.1122,66.5,12.509312,3.7695415,45.125,8.536532,54.75,0.5232226,20.0,0.98389,0.9654937,1.0517578,0.055767186,0.23801108,6.1484375,0.660678,59.75,0.9786337
WRN_210317_115015_KSHV_1085181n_U3.nc,WRN,-1.0,939779,155786,25.811365,62.5,13.98168,-4.798158,41.375,7.4627757,35.0,0.8215053,20.0,0.9901693,0.98867327,1.0517578,0.030566359,0.14592028,4.1015625,0.3711213,59.75,0.86924225
WRN_210317_115320_KLZK_1085179n_P3.nc,WRN,-1.0,948224,156894,30.887253,69.0,12.183178,5.7718425,45.125,7.9316807,54.75,0.27993888,20.0,1.0336691,0.9592861,1.0517578,0.059275042,0.18572608,6.1484375,0.62479603,59.75,0.9786337
WRN_210317_115458_KSHV_1085181n_O4.nc,WRN,-1.0,939781,155786,25.53095,62.5,14.15244,-1.4584689,42.875,7.341085,35.875,0.80824935,20.0,1.0237159,0.9890195,1.0517578,0.031596348,0.13766585,4.1015625,0.36730364,59.75,0.8752793
WRN_210317_115901_KLZK_1085179n_Q0.nc,WRN,-1.0,948224,156894,30.886688,69.0,12.539867,5.376153,45.125,8.336108,53.125,0.36397567,20.0,0.95384437,0.97136134,1.0517578,0.04610054,0.17693037,6.046875,0.58637685,59.75,0.9712673
WRN_210317_115901_KLZK_1085180n_Q0.nc,WRN,-1.0,948224,156894,30.886688,69.0,12.539867,5.376153,45.125,8.336108,53.125,0.36397567,20.0,0.95384437,0.97136134,1.0517578,0.04610054,0.17693037,6.046875,0.58637685,59.75,0.9712673
WRN_210317_115941_KSHV_1085181n_O4.nc,WRN,-1.0,939781,155786,26.32154,62.5,14.10854,-0.4365355,42.875,7.5686517,35.875,0.82284987,18.53125,1.0122662,0.98821366,1.0517578,0.030084316,0.15151589,4.1015625,0.40003103,59.75,0.8752793
WRN_210317_120438_KSHV_1085181n_E5.nc,WRN,-1.0,939780,155786,23.00818,61.0,15.518946,-0.89777154,42.375,8.012551,39.5,0.8872354,20.0,1.206395,0.9899291,1.0517578,0.03940105,0.14839272,3.796875,0.343236,59.75,0.8988138
WRN_210317_120441_KLZK_1085179n_P3.nc,WRN,-1.0,948224,156894,30.060837,69.0,11.879573,7.188585,54.5625,7.7050242,50.8125,0.11596447,20.0,0.9909207,0.9641085,1.0517578,0.052618396,0.13929,6.046875,0.59045464,59.75,0.9603862
WRN_210317_121108_KSHV_1085181n_N1.nc,WRN,-1.0,939780,155786,29.28913,61.5,12.95788,-0.21780333,47.375,8.266108,42.5,0.89362293,20.0,0.93792725,0.98261696,1.0517578,0.026834816,0.22673969,4.953125,0.52074975,59.75,0.9167112
WRN_210317_121614_KLZK_1085179n_Q0.nc,WRN,-1.0,948224,156894,29.782177,66.5,11.464426,8.556579,49.125,8.178873,42.125,0.13155209,20.0,0.9197359,0.97100824,1.0517578,0.039888117,0.12273101,5.0,0.5439041,59.75,0.91454434
WRN_210317_121614_KLZK_1085180n_Q0.nc,WRN,-1.0,948224,156894,29.782177,66.5,11.464426,8.556579,49.125,8.178873,42.125,0.13155209,20.0,0.9197359,0.97100824,1.0517578,0.039888117,0.12273101,5.0,0.5439041,59.75,0.91454434
WRN_210317_121801_KSHV_1085181n_Z1.nc,WRN,-1.0,939780,155786,28.362425,61.5,14.407883,-0.8398808,37.0,8.380894,29.5,1.0219741,20.0,1.0322133,0.9817738,1.0517578,0.031933807,0.25763175,4.6015625,0.5354328,59.75,0.82744503
WRN_210317_122454_KSHV_1085181n_Z1.nc,WRN,-1.0,939784,155786,26.36921,62.0,15.350367,3.0094018,38.625,8.629407,26.625,0.957661,20.0,1.1198399,0.9824892,1.0517578,0.03740599,0.2539604,5.796875,0.5448045,59.75,0.8023752
WRN_210317_123146_KSHV_1085181n_Q7.nc,WRN,-1.0,939784,155786,26.234125,63.0,15.438766,3.4199378,39.125,8.807816,23.625,0.99391276,20.0,1.1305116,0.98157436,1.0517578,0.03786208,0.25796828,5.796875,0.5319305,59.75,0.77314776
WRN_210317_123839_KSHV_1085181n_Q7.nc,WRN,-1.0,939786,155786,26.939919,63.0,15.246491,5.8421774,46.5,8.7915125,32.0,0.95487756,20.0,1.1154091,0.9800707,1.0517578,0.0388945,0.26631394,5.796875,0.57067734,59.75,0.8473331
WRN_210317_124507_KSHV_1085181n_S8.nc,WRN,-1.0,939786,155786,27.146173,63.0,14.956682,6.191121,48.375,8.710094,46.5,0.9406938,20.0,1.1153013,0.97890645,1.0517578,0.038221337,0.26817384,5.1015625,0.56053764,59.75,0.9387025
WRN_210317_125116_KSHV_1085181n_S8.nc,WRN,-1.0,939786,155786,26.919249,63.0,14.568731,6.990221,49.5,8.416575,37.875,0.8575438,20.0,1.1075206,0.9779187,1.0517578,0.03886809,0.25507408,5.1015625,0.5651282,59.75,0.88854295
WRN_210317_125809_KSHV_1085181n_S8.nc,WRN,-1.0,939786,155786,26.659185,63.0,13.6681,8.530133,50.875,7.747526,37.875,0.78349125,20.0,1.089365,0.9790787,1.0517578,0.036858305,0.21440123,4.546875,0.4931873,59.75,0.88854295
WRN_210317_130427_KSHV_1085181n_N6.nc,WRN,-1.0,939786,155786,26.138962,60.0,11.845096,9.268082,48.0,6.950001,32.0,0.5312641,20.0,1.043113,0.9760182,1.0517578,0.038185008,0.14653347,4.546875,0.4193317,59.75,0.8473331
WRN_210325_023751_KSJT_1085272n_N6.nc,WRN,-1.0,946959,156695,24.465166,69.5,13.786312,-6.687374,27.0,5.9396753,32.5,0.59045964,20.0,1.1559018,0.98885703,1.0517578,0.043723147,0.053317323,4.0,0.25695863,59.75,0.8511237
WRN_210325_024318_KSJT_1085272n_N6.nc,WRN,-1.0,946959,156695,25.111847,69.0,14.139766,-5.9378486,32.25,6.4404154,33.0,0.60309976,20.0,1.1216335,0.98843855,1.0517578,0.042972416,0.061180387,4.0,0.277514,59.75,0.85485643
WRN_210325_024820_KSJT_1085272n_N6.nc,WRN,-1.0,946959,156695,25.42125,69.0,14.57064,-5.539443,34.25,6.8264775,33.0,0.57674235,20.0,1.1118382,0.98781985,1.0517578,0.04213696,0.06422166,3.703125,0.296763,59.75,0.85485643
WRN_210325_025324_KSJT_1085272n_G6.nc,WRN,-1.0,946959,156695,28.340668,70.5,14.268904,-4.8152,27.5,6.7553244,36.0,0.61036205,20.0,1.0135931,0.98537165,1.0517578,0.038121946,0.09558814,4.8984375,0.3645253,59.75,0.8761297
WRN_210325_025827_KSJT_1085272n_G6.nc,WRN,-1.0,946959,156695,28.390696,70.5,14.46865,-4.4812317,27.5,6.843517,50.0625,0.5967399,20.0,1.0124099,0.98424923,1.0517578,0.040028438,0.09942985,4.8984375,0.38426927,59.75,0.95675063
WRN_210325_030345_KSJT_1085272n_G6.nc,WRN,-1.0,946959,156695,28.881079,71.0,14.773539,-4.6737843,27.5,6.875255,50.0625,0.6058765,20.0,1.0562452,0.9812627,1.0517578,0.05219001,0.09702389,4.8984375,0.39664873,59.75,0.95675063
WRN_210325_030911_KSJT_1085272n_G6.nc,WRN,-1.0,946959,156695,28.874125,76.0,14.929283,-4.7842927,27.5625,6.764286,52.0,0.60465467,20.0,1.1408517,0.9770762,1.0517578,0.06961462,0.0838073,6.5,0.36584914,59.75,0.96603423
WRN_210325_031429_KSJT_1085272n_G6.nc,WRN,-1.0,946959,156695,28.137493,76.0,14.878267,-4.372667,27.5625,6.535111,45.0,0.59389734,20.0,1.1449409,0.97700435,1.0517578,0.07207859,0.07306439,6.5,0.3452138,59.75,0.93068576
WRN_210325_031938_KSJT_1085272n_G6.nc,WRN,-1.0,946967,156695,28.979774,76.0,14.30279,-4.2396674,32.5,6.321707,49.5,0.61087906,20.0,1.1208198,0.9768348,1.0517578,0.07095201,0.07661088,8.953125,0.3522446,59.75,0.9539881
WRN_210325_032505_KSJT_1085272n_G6.nc,WRN,-1.0,946967,156695,30.816067,75.0,13.871771,-3.8979998,32.5,6.3391137,49.5,0.68051046,20.0,1.1237733,0.978403,1.0517578,0.057914924,0.10403126,6.6015625,0.4044197,59.75,0.9539881
WRN_210325_033033_KSJT_1085272n_G6.nc,WRN,-1.0,946967,156695,30.393566,72.0,13.458029,-3.8132024,32.5,6.241175,49.5,0.6741405,20.0,1.0668457,0.98049563,1.0517578,0.049403563,0.09776254,6.8984375,0.39762297,59.75,0.9539881
WRN_210325_033303_KDFX_1085273n_P2.nc,WRN,-1.0,946969,156695,26.832901,71.5,13.693864,13.017616,49.3125,6.0150924,50.8125,-0.02490586,20.0,1.2660726,0.9888556,1.0517578,0.05911908,0.025623208,2.8984375,0.14891642,59.75,0.9603862
WRN_210325_033550_KSJT_1085272n_G6.nc,WRN,-1.0,946969,156695,30.39064,72.0,13.676842,-3.8705132,32.5,6.3755636,49.5,0.6528766,20.0,1.0774779,0.9796255,1.0517578,0.051038086,0.09629542,6.8984375,0.4150627,59.75,0.9539881
WRN_210325_033835_KDFX_1085273n_P2.nc,WRN,-1.0,946969,156695,27.254654,69.5,13.396491,13.228668,49.3125,5.968672,50.8125,-0.025165828,20.0,1.2135062,0.98943096,1.0517578,0.055617392,0.030232117,2.8984375,0.15865868,59.75,0.9603862
WRN_210325_034107_KSJT_1085272n_Y4.nc,WRN,-1.0,946969,156695,28.297035,70.5,13.901712,-2.6229541,30.5,6.0440135,41.5,0.5939698,20.0,0.9946005,0.9809018,1.0517578,0.045313302,0.102710664,6.046875,0.38509288,59.75,0.91088974
WRN_210325_034407_KDFX_1085273n_P2.nc,WRN,-1.0,946970,156695,27.570312,68.5,13.033627,13.501158,49.8125,5.8914948,48.8125,-0.044372577,20.0,1.1509625,0.99061096,1.0517578,0.051031575,0.034708872,2.5,0.1724446,59.75,0.95056856
WRN_210325_034633_KSJT_1085272n_Y4.nc,WRN,-1.0,946965,156695,28.449158,70.5,13.635389,-2.3648748,30.5,6.0260916,41.5,0.5917166,20.0,0.9742369,0.9812036,1.0517578,0.04105562,0.10658706,5.703125,0.36786428,59.75,0.91088974
WRN_210325_034938_KDFX_1085273n_P2.nc,WRN,-1.0,946970,156695,27.453903,67.5,12.809401,13.789987,51.8125,5.9685683,48.8125,-0.03316091,20.0,1.1172037,0.99146134,1.0517578,0.047805693,0.035944905,2.5,0.18054718,59.75,0.95056856
WRN_210325_035159_KSJT_1085272n_Y4.nc,WRN,-1.0,946965,156695,28.61203,70.5,13.235532,-2.1566122,30.5,5.983621,41.5,0.57752705,20.0,0.9574432,0.98109967,1.0517578,0.036787175,0.108112596,5.453125,0.35140064,59.75,0.91088974
WRN_210325_035523_KDFX_1085273n_P2.nc,WRN,-1.0,946970,156695,26.79989,65.5,12.512882,14.300736,52.3125,6.186138,43.3125,-0.039423116,20.0,1.102111,0.9917811,1.0517578,0.04765478,0.0337946,3.0,0.19723368,59.75,0.9213411
WRN_210325_035726_KSJT_1085272n_O0.nc,WRN,-1.0,946970,156695,29.883488,67.5,12.05744,-1.5121082,30.5,6.195982,49.0,0.5043807,20.0,0.924862,0.9784104,1.0517578,0.035801172,0.10448202,4.203125,0.3668172,59.75,0.95150584
WRN_210325_040123_KDFX_1085273n_Z4.nc,WRN,-1.0,946970,156695,26.398804,65.5,12.479677,15.088816,67.625,6.64116,36.625,-0.011630175,20.0,1.1700295,0.9901711,1.0517578,0.055168223,0.035272524,3.296875,0.21774523,59.75,0.8803379
WRN_210325_040252_KSJT_1085272n_O0.nc,WRN,-1.0,946970,156695,29.849403,67.5,11.944732,-1.099987,27.0,6.4865065,49.0,0.44842967,20.0,0.9169354,0.9778425,1.0517578,0.0351379,0.10269375,4.203125,0.3823692,59.75,0.95150584
WRN_210325_040658_KDFX_1085273n_P2.nc,WRN,-1.0,946970,156695,25.886377,64.5,12.132673,15.833166,67.625,7.091904,36.625,-0.07381675,20.0,1.0538212,0.992384,1.0517578,0.045474067,0.03691466,3.296875,0.23127578,59.75,0.8803379
WRN_210325_040819_KSJT_1085272n_O0.nc,WRN,-1.0,946965,156695,29.717281,66.0,11.74029,-0.5661923,29.0,6.9537735,42.0,0.408545,20.0,0.90769684,0.97785944,1.0517578,0.032615393,0.09776876,4.8984375,0.38010532,59.75,0.9138178
WRN_210325_041229_KDFX_1085273n_S4.nc,WRN,-1.0,946970,156695,24.896187,65.0,10.932708,18.068655,67.625,7.7820964,51.3125,-0.17416863,20.0,0.88669395,0.9959122,1.0517578,0.033729058,0.043729987,3.453125,0.22059426,59.75,0.96278024
WRN_210325_041345_KSJT_1085272n_O0.nc,WRN,-1.0,946970,156695,29.570778,66.0,11.698411,-0.075051375,30.0,7.5634737,42.0,0.36565194,20.0,0.8999698,0.97796464,1.0517578,0.03225615,0.09552159,4.8984375,0.37962204,59.75,0.9138178
WRN_210325_041828_KDFX_1085273n_S4.nc,WRN,-1.0,946965,156695,24.722628,64.0,10.696669,18.332602,63.875,7.9266543,55.8125,-0.20517728,20.0,0.89381814,0.9955667,1.0517578,0.034342505,0.04246885,4.1484375,0.21462494,59.75,0.9833328
WRN_210325_042400_KDFX_1085273n_S4.nc,WRN,-1.0,946965,156695,24.770844,65.0,10.595291,18.377714,64.375,8.004162,64.875,-0.22274384,20.0,0.8707491,0.9952081,1.0517578,0.033579677,0.042699896,3.046875,0.2013232,59.75,1.0201197
WRN_210325_042932_KDFX_1085273n_S4.nc,WRN,-1.0,946970,156695,24.95232,67.5,10.580576,18.326998,63.125,8.05802,64.875,-0.23864123,20.0,0.8654685,0.9941101,1.0517578,0.034036934,0.04492327,4.953125,0.22209129,59.75,1.0201197
WRN_210325_140414_KGWX_1085274n_I7.nc,WRN,-1.0,951810,157344,17.656466,61.5,14.678095,-25.562738,16.0,3.238892,32.625,1.8301548,20.0,2.910553,0.96702075,1.0517578,0.10854513,0.11725573,6.8515625,0.43816572,59.75,0.8520622
WRN_210325_140946_KGWX_1085274n_F0.nc,WRN,-1.0,951810,157344,18.14012,61.5,13.743045,-24.778,15.0,4.34571,38.5,2.2179482,20.0,3.4671762,0.9569178,1.0517578,0.11859947,0.10594909,6.8515625,0.50247073,59.75,0.8925445
WRN_210325_141449_KGWX_1085274n_F0.nc,WRN,-1.0,951810,157344,18.166994,62.5,14.274418,-24.84377,14.5,4.031113,38.0,2.445304,20.0,3.6272147,0.95246017,1.0517578,0.12434948,0.12517385,6.8515625,0.5051802,59.75,0.8893485
WRN_210325_142226_KGWX_1085274n_F0.nc,WRN,-1.0,951810,157344,18.884205,61.5,14.654275,-24.456177,9.5,3.8714426,36.625,2.5636709,20.0,3.647953,0.94773173,1.0517578,0.12855028,0.14172053,5.25,0.49446642,59.75,0.8803379
WRN_210325_142842_KGWX_1085274n_F0.nc,WRN,-1.0,951810,157344,19.26079,60.5,14.557154,-23.88491,-1.5,3.9034524,28.875,2.5839415,20.0,3.6737108,0.9455174,1.0517578,0.13216306,0.1413879,4.796875,0.4586362,59.75,0.8222095
WRN_210325_143447_KGWX_1085274n_I7.nc,WRN,-1.0,951810,157344,20.74951,60.5,15.737524,-20.033318,8.0,4.4421043,31.75,1.4260051,20.0,2.184854,0.9718268,1.0517578,0.09471479,0.14196494,4.8515625,0.39939278,59.75,0.84541553
WRN_210325_144104_KGWX_1085274n_F0.nc,WRN,-1.0,951810,157344,20.10778,60.5,14.976891,-21.95694,4.0,4.308266,47.75,2.3493948,20.0,3.6349916,0.951615,1.0517578,0.1319236,0.1489384,5.203125,0.44397408,59.75,0.94518805
WRN_210325_144805_KGWX_1085274n_F0.nc,WRN,-1.0,951810,157344,19.97858,60.5,15.377527,-20.401802,22.0,4.773582,48.75,2.5111866,20.0,3.8699672,0.9510069,1.0517578,0.13672706,0.15632263,4.8515625,0.4157884,59.75,0.9502553
