State,Study,Conscious,Simulated_Slope
Wake (NSRR),Purcell-NSRR,True,-3.831858621538327
Wake (NSRR),Purcell-NSRR,True,-4.542604719823045
Wake (NSRR),Purcell-NSRR,True,-3.8943915034652963
Wake (NSRR),Purcell-NSRR,True,-7.872278493082911
Wake (NSRR),Purcell-NSRR,True,-0.9970357648026249
Wake (NSRR),Purcell-NSRR,True,2.0604398815795695
Wake (NSRR),Purcell-NSRR,True,-1.800612821603982
Wake (NSRR),Purcell-NSRR,True,-4.968425231884117
Wake (NSRR),Purcell-NSRR,True,-3.4018403836315665
Wake (NSRR),Purcell-NSRR,True,-3.029381389639469
Wake (NSRR),Purcell-NSRR,True,-4.160954621214367
Wake (NSRR),Purcell-NSRR,True,-0.3578381444113037
Wake (NSRR),Purcell-NSRR,True,-0.45894834490970204
Wake (NSRR),Purcell-NSRR,True,-4.440182132618124
Wake (NSRR),Purcell-NSRR,True,-0.6314647361360028
Wake (NSRR),Purcell-NSRR,True,0.9923139626216684
Wake (NSRR),Purcell-NSRR,True,1.7533262417063136
Wake (NSRR),Purcell-NSRR,True,3.7030270223861215
Wake (NSRR),Purcell-NSRR,True,-3.926841321528088
Wake (NSRR),Purcell-NSRR,True,3.620005123353662
Wake (NSRR),Purcell-NSRR,True,-2.8173881819065043
Wake (NSRR),Purcell-NSRR,True,-3.2999436759658862
Wake (NSRR),Purcell-NSRR,True,-1.4375674070891629
Wake (NSRR),Purcell-NSRR,True,-3.27887179839135
Wake (NSRR),Purcell-NSRR,True,-1.2918001485968342
Wake (NSRR),Purcell-NSRR,True,-4.773604441958328
Wake (NSRR),Purcell-NSRR,True,-2.5835550703667916
Wake (NSRR),Purcell-NSRR,True,0.5037404511046648
Wake (NSRR),Purcell-NSRR,True,-2.2155684861850493
Wake (NSRR),Purcell-NSRR,True,-1.8132204632372821
Wake (NSRR),Purcell-NSRR,True,-1.1374399857412092
Wake (NSRR),Purcell-NSRR,True,0.2709872129058599
Wake (NSRR),Purcell-NSRR,True,-5.452391954090439
Wake (NSRR),Purcell-NSRR,True,-0.9161403621383968
Wake (NSRR),Purcell-NSRR,True,-2.643072784227467
Wake (NSRR),Purcell-NSRR,True,-1.7625016921412184
Wake (NSRR),Purcell-NSRR,True,0.04675892323284625
Wake (NSRR),Purcell-NSRR,True,-4.518633368867381
Wake (NSRR),Purcell-NSRR,True,-4.150948764145628
Wake (NSRR),Purcell-NSRR,True,-6.019902703765087
Wake (NSRR),Purcell-NSRR,True,-3.212233284295607
Wake (NSRR),Purcell-NSRR,True,0.5945771495023342
Wake (NSRR),Purcell-NSRR,True,-2.344229993322249
Wake (NSRR),Purcell-NSRR,True,-4.814207856241354
Wake (NSRR),Purcell-NSRR,True,-3.083664334875998
Wake (NSRR),Purcell-NSRR,True,-5.113425045463202
Wake (NSRR),Purcell-NSRR,True,-4.378883831614905
Wake (NSRR),Purcell-NSRR,True,-1.312509711359899
Wake (NSRR),Purcell-NSRR,True,-4.477491989606868
Wake (NSRR),Purcell-NSRR,True,0.1534621825907556
Wake (NSRR),Purcell-NSRR,True,-2.244042732685412
Wake (NSRR),Purcell-NSRR,True,-1.9266416670176318
Wake (NSRR),Purcell-NSRR,True,-2.663799760825574
Wake (NSRR),Purcell-NSRR,True,-0.5347207623289467
Wake (NSRR),Purcell-NSRR,True,-0.5138353619206055
Wake (NSRR),Purcell-NSRR,True,-1.4214011938913096
Wake (NSRR),Purcell-NSRR,True,-0.9561103272206091
Wake (NSRR),Purcell-NSRR,True,-2.52955358130586
Wake (NSRR),Purcell-NSRR,True,-1.0018548451701028
Wake (NSRR),Purcell-NSRR,True,-2.7843171973103877
Wake (NSRR),Purcell-NSRR,True,-2.0954802075351386
Wake (NSRR),Purcell-NSRR,True,-2.6562468278998455
Wake (NSRR),Purcell-NSRR,True,-3.0260227576273864
Wake (NSRR),Purcell-NSRR,True,-3.495685328486649
Wake (NSRR),Purcell-NSRR,True,-1.1527687693169164
Wake (NSRR),Purcell-NSRR,True,0.5544218949507651
Wake (NSRR),Purcell-NSRR,True,0.27187905565487247
Wake (NSRR),Purcell-NSRR,True,-4.6449713812213345
Wake (NSRR),Purcell-NSRR,True,0.5110738348078874
Wake (NSRR),Purcell-NSRR,True,-2.7443789734981605
Wake (NSRR),Purcell-NSRR,True,-0.883311708857516
Wake (NSRR),Purcell-NSRR,True,-3.935393687307867
Wake (NSRR),Purcell-NSRR,True,-1.8124424753880815
Wake (NSRR),Purcell-NSRR,True,-1.4646040526037836
Wake (NSRR),Purcell-NSRR,True,-5.106828693883083
Wake (NSRR),Purcell-NSRR,True,-0.8680524950039055
Wake (NSRR),Purcell-NSRR,True,0.6259753058166222
Wake (NSRR),Purcell-NSRR,True,-2.4537213790912196
Wake (NSRR),Purcell-NSRR,True,0.6548022116988617
Wake (NSRR),Purcell-NSRR,True,-2.4841937209552607
Wake (NSRR),Purcell-NSRR,True,-0.37930290961338575
Wake (NSRR),Purcell-NSRR,True,-6.593357336118586
Wake (NSRR),Purcell-NSRR,True,2.7988461242688305
Wake (NSRR),Purcell-NSRR,True,0.9288106213683323
Wake (NSRR),Purcell-NSRR,True,-2.6764632701301565
Wake (NSRR),Purcell-NSRR,True,-6.094149759234719
Wake (NSRR),Purcell-NSRR,True,-1.5166447749684075
Wake (NSRR),Purcell-NSRR,True,-5.0244394133729635
Wake (NSRR),Purcell-NSRR,True,-1.1990205685826443
Wake (NSRR),Purcell-NSRR,True,-1.2664397013014872
Wake (NSRR),Purcell-NSRR,True,-4.006661002627929
Wake (NSRR),Purcell-NSRR,True,0.17033876614540855
Wake (NSRR),Purcell-NSRR,True,-0.4684377521563121
Wake (NSRR),Purcell-NSRR,True,-0.12362647171167285
Wake (NSRR),Purcell-NSRR,True,-2.0820601430774652
Wake (NSRR),Purcell-NSRR,True,-4.966916774379211
Wake (NSRR),Purcell-NSRR,True,-0.1194766829257099
Wake (NSRR),Purcell-NSRR,True,-2.647593868315367
Wake (NSRR),Purcell-NSRR,True,-4.914776589355652
Wake (NSRR),Purcell-NSRR,True,0.6383387033356089
Wake (NSRR),Purcell-NSRR,True,2.1520129310902285
Wake (NSRR),Purcell-NSRR,True,-2.183541464003553
Wake (NSRR),Purcell-NSRR,True,2.2729533115925062
Wake (NSRR),Purcell-NSRR,True,-1.9150566752463964
Wake (NSRR),Purcell-NSRR,True,-2.8705523622387235
Wake (NSRR),Purcell-NSRR,True,-3.3768923963224426
Wake (NSRR),Purcell-NSRR,True,1.2156476291841258
Wake (NSRR),Purcell-NSRR,True,-3.6800562012742217
Wake (NSRR),Purcell-NSRR,True,-0.610830039753733
Wake (NSRR),Purcell-NSRR,True,-3.232496589657194
Wake (NSRR),Purcell-NSRR,True,-3.032277458102081
Wake (NSRR),Purcell-NSRR,True,-0.0133946228973163
Wake (NSRR),Purcell-NSRR,True,-2.869703627776992
Wake (NSRR),Purcell-NSRR,True,-2.9198480623374543
Wake (NSRR),Purcell-NSRR,True,0.1943140737316762
Wake (NSRR),Purcell-NSRR,True,1.1352717995604382
Wake (NSRR),Purcell-NSRR,True,-0.7942842905266716
Wake (NSRR),Purcell-NSRR,True,-3.4261310753872536
Wake (NSRR),Purcell-NSRR,True,-3.1341555512853505
Wake (NSRR),Purcell-NSRR,True,-1.938144461475116
Wake (NSRR),Purcell-NSRR,True,-1.4500076759957228
Wake (NSRR),Purcell-NSRR,True,-4.100763826497166
Wake (NSRR),Purcell-NSRR,True,-0.6356027170815588
Wake (NSRR),Purcell-NSRR,True,-1.9268064776098712
Wake (NSRR),Purcell-NSRR,True,-5.574891789985697
Wake (NSRR),Purcell-NSRR,True,-3.981391476824742
Wake (NSRR),Purcell-NSRR,True,-3.1210317045959526
Wake (NSRR),Purcell-NSRR,True,-2.2475615534650286
Wake (NSRR),Purcell-NSRR,True,1.7264309289483468
Wake (NSRR),Purcell-NSRR,True,-1.617622251215929
Wake (NSRR),Purcell-NSRR,True,-3.8028485003666304
Wake (NSRR),Purcell-NSRR,True,-1.6531477220361923
Wake (NSRR),Purcell-NSRR,True,-2.813097214538888
Wake (NSRR),Purcell-NSRR,True,-1.4422543167587616
Wake (NSRR),Purcell-NSRR,True,-0.9241533439597736
Wake (NSRR),Purcell-NSRR,True,0.3491025674882282
Wake (NSRR),Purcell-NSRR,True,-2.149188398455913
Wake (NSRR),Purcell-NSRR,True,1.2194514589682415
Wake (NSRR),Purcell-NSRR,True,-0.26094585490351974
Wake (NSRR),Purcell-NSRR,True,-3.532805238206449
Wake (NSRR),Purcell-NSRR,True,2.37570791989751
Wake (NSRR),Purcell-NSRR,True,-1.4377251032771325
Wake (NSRR),Purcell-NSRR,True,-3.7914106267040077
Wake (NSRR),Purcell-NSRR,True,1.2477100558910559
Wake (NSRR),Purcell-NSRR,True,2.1082049692184355
Wake (NSRR),Purcell-NSRR,True,-2.1668873703732494
Wake (NSRR),Purcell-NSRR,True,-3.1200627553012694
Wake (NSRR),Purcell-NSRR,True,-2.449117806300734
Wake (NSRR),Purcell-NSRR,True,-0.6524256162813511
Wake (NSRR),Purcell-NSRR,True,0.48809353029701885
Wake (NSRR),Purcell-NSRR,True,-0.9445694872644597
Wake (NSRR),Purcell-NSRR,True,-1.8939759700820624
Wake (NSRR),Purcell-NSRR,True,0.9339823764826689
Wake (NSRR),Purcell-NSRR,True,-2.733600058941078
Wake (NSRR),Purcell-NSRR,True,-0.012038365663351147
Wake (NSRR),Purcell-NSRR,True,-2.6834249575625497
Wake (NSRR),Purcell-NSRR,True,-1.2270321873380716
Wake (NSRR),Purcell-NSRR,True,-2.330002745660925
Wake (NSRR),Purcell-NSRR,True,-2.213119630443413
Wake (NSRR),Purcell-NSRR,True,-2.864335812174446
Wake (NSRR),Purcell-NSRR,True,0.6237859611174517
Wake (NSRR),Purcell-NSRR,True,-3.584424039228117
Wake (NSRR),Purcell-NSRR,True,-3.599221603766468
Wake (NSRR),Purcell-NSRR,True,2.195732000890391
Wake (NSRR),Purcell-NSRR,True,-0.11952672411590726
Wake (NSRR),Purcell-NSRR,True,-6.930664932807224
Wake (NSRR),Purcell-NSRR,True,-3.2448408396475124
Wake (NSRR),Purcell-NSRR,True,-5.769893538567165
Wake (NSRR),Purcell-NSRR,True,-4.025471392472308
Wake (NSRR),Purcell-NSRR,True,-8.456557654918393
Wake (NSRR),Purcell-NSRR,True,-2.377450399739357
Wake (NSRR),Purcell-NSRR,True,-4.412819847603663
Wake (NSRR),Purcell-NSRR,True,-1.9786715184873835
Wake (NSRR),Purcell-NSRR,True,-5.391422241692339
Wake (NSRR),Purcell-NSRR,True,-1.932075350599971
Wake (NSRR),Purcell-NSRR,True,-2.940346318024611
Wake (NSRR),Purcell-NSRR,True,0.9419646340709518
Wake (NSRR),Purcell-NSRR,True,0.7584767692405472
Wake (NSRR),Purcell-NSRR,True,-0.5094085465716114
Wake (NSRR),Purcell-NSRR,True,-2.7615037839396384
Wake (NSRR),Purcell-NSRR,True,1.9210692928065582
Wake (NSRR),Purcell-NSRR,True,-5.245423658496573
Wake (NSRR),Purcell-NSRR,True,-4.942682701746014
Wake (NSRR),Purcell-NSRR,True,-2.269689219770851
Wake (NSRR),Purcell-NSRR,True,2.4651923662770874
Wake (NSRR),Purcell-NSRR,True,-2.5098049759621435
Wake (NSRR),Purcell-NSRR,True,-2.4711338251756585
Wake (NSRR),Purcell-NSRR,True,-5.0203579675625924
Wake (NSRR),Purcell-NSRR,True,-0.18417146781119276
Wake (NSRR),Purcell-NSRR,True,-0.16949450288409773
Wake (NSRR),Purcell-NSRR,True,-0.5018548437170691
Wake (NSRR),Purcell-NSRR,True,-3.3743854689135766
Wake (NSRR),Purcell-NSRR,True,-3.5313211171558323
Wake (NSRR),Purcell-NSRR,True,-4.7190115432597635
Wake (NSRR),Purcell-NSRR,True,-1.9301297110886713
Wake (NSRR),Purcell-NSRR,True,-4.288191616002814
Wake (NSRR),Purcell-NSRR,True,-4.484668129797269
Wake (NSRR),Purcell-NSRR,True,-2.9581175353015174
Wake (NSRR),Purcell-NSRR,True,-3.09070731236977
Wake (NSRR),Purcell-NSRR,True,-3.1895891525873554
Wake (NSRR),Purcell-NSRR,True,-1.15529134385151
Wake (NSRR),Purcell-NSRR,True,-1.9399013656782567
Wake (NSRR),Purcell-NSRR,True,-2.6836137843364645
Wake (NSRR),Purcell-NSRR,True,-1.7293366913581176
Wake (NSRR),Purcell-NSRR,True,-4.108178859573391
Wake (NSRR),Purcell-NSRR,True,-1.8867750468359816
Wake (NSRR),Purcell-NSRR,True,-1.794978825799133
Wake (NSRR),Purcell-NSRR,True,-5.14418014111564
Wake (NSRR),Purcell-NSRR,True,-0.08338213155719876
Wake (NSRR),Purcell-NSRR,True,-3.8852024801868277
Wake (NSRR),Purcell-NSRR,True,-1.917091998442489
Wake (NSRR),Purcell-NSRR,True,0.25832906642354336
Wake (NSRR),Purcell-NSRR,True,-0.22519031899679054
Wake (NSRR),Purcell-NSRR,True,-2.0304632327277314
Wake (NSRR),Purcell-NSRR,True,-2.8341835411701943
Wake (NSRR),Purcell-NSRR,True,-0.18096672595468188
Wake (NSRR),Purcell-NSRR,True,-0.7335136260266353
Wake (NSRR),Purcell-NSRR,True,-3.352399086734798
Wake (NSRR),Purcell-NSRR,True,-3.7099294838591677
Wake (NSRR),Purcell-NSRR,True,-6.297222761340819
Wake (NSRR),Purcell-NSRR,True,-1.7880332302127364
Wake (NSRR),Purcell-NSRR,True,-2.2674910077039585
Wake (NSRR),Purcell-NSRR,True,0.20117324530537584
Wake (NSRR),Purcell-NSRR,True,-1.3727915444987544
Wake (NSRR),Purcell-NSRR,True,0.6022670592808299
Wake (NSRR),Purcell-NSRR,True,-3.512399301146434
Wake (NSRR),Purcell-NSRR,True,0.20514079688567666
Wake (NSRR),Purcell-NSRR,True,-3.171235223011924
Wake (NSRR),Purcell-NSRR,True,-0.5251039983346457
Wake (NSRR),Purcell-NSRR,True,-5.054480960843776
Wake (NSRR),Purcell-NSRR,True,-1.6237711955887937
Wake (NSRR),Purcell-NSRR,True,-6.119666838759793
Wake (NSRR),Purcell-NSRR,True,-2.641044096255974
Wake (NSRR),Purcell-NSRR,True,-1.2081336720285996
Wake (NSRR),Purcell-NSRR,True,-3.1551381734575026
Wake (NSRR),Purcell-NSRR,True,-4.227492798399162
Wake (NSRR),Purcell-NSRR,True,-0.38632286130925086
Wake (NSRR),Purcell-NSRR,True,-2.309547272751738
Wake (NSRR),Purcell-NSRR,True,-3.091546758562799
Wake (NSRR),Purcell-NSRR,True,-2.0151465369309145
Wake (NSRR),Purcell-NSRR,True,3.24015010286128
Wake (NSRR),Purcell-NSRR,True,0.23623485932191635
Wake (NSRR),Purcell-NSRR,True,0.2546063459353931
Wake (NSRR),Purcell-NSRR,True,-1.2178708457703329
Wake (NSRR),Purcell-NSRR,True,-1.7628108049909863
Wake (NSRR),Purcell-NSRR,True,-6.95288005041469
Wake (NSRR),Purcell-NSRR,True,-3.4751657002859204
Wake (NSRR),Purcell-NSRR,True,-3.073326331039776
Wake (NSRR),Purcell-NSRR,True,-5.8972929137742565
Wake (NSRR),Purcell-NSRR,True,-4.44415989205663
Wake (NSRR),Purcell-NSRR,True,-6.111866303461737
Wake (NSRR),Purcell-NSRR,True,-2.1776187773754385
Wake (NSRR),Purcell-NSRR,True,-0.44172095622839813
Wake (NSRR),Purcell-NSRR,True,0.14159412550136352
Wake (NSRR),Purcell-NSRR,True,-1.2599206542071975
Wake (NSRR),Purcell-NSRR,True,-4.051204642517824
Wake (NSRR),Purcell-NSRR,True,-6.013087839072519
Wake (NSRR),Purcell-NSRR,True,-5.65825553406363
Wake (NSRR),Purcell-NSRR,True,-4.670120510248921
Wake (NSRR),Purcell-NSRR,True,-3.90024263658349
Wake (NSRR),Purcell-NSRR,True,-2.423544939488396
Wake (NSRR),Purcell-NSRR,True,-4.154026827860802
Wake (NSRR),Purcell-NSRR,True,-1.4134587405591839
Wake (NSRR),Purcell-NSRR,True,-2.5704326948474416
Wake (NSRR),Purcell-NSRR,True,-2.0786413536902746
Wake (NSRR),Purcell-NSRR,True,0.20939445881390872
Wake (NSRR),Purcell-NSRR,True,-4.490369924130707
Wake (NSRR),Purcell-NSRR,True,-1.2519810880835114
Wake (NSRR),Purcell-NSRR,True,-2.128300531263754
Wake (NSRR),Purcell-NSRR,True,-2.775422930125032
Wake (NSRR),Purcell-NSRR,True,-0.30705542545143794
Wake (NSRR),Purcell-NSRR,True,-0.3196979313034367
Wake (NSRR),Purcell-NSRR,True,-4.016965174411391
Wake (NSRR),Purcell-NSRR,True,-2.4689370217714783
Wake (NSRR),Purcell-NSRR,True,-1.5304508776671988
Wake (NSRR),Purcell-NSRR,True,-2.6529313444533473
Wake (NSRR),Purcell-NSRR,True,-0.9151332004107784
Wake (NSRR),Purcell-NSRR,True,-1.530490705307342
Wake (NSRR),Purcell-NSRR,True,1.6115586254275303
Wake (NSRR),Purcell-NSRR,True,-5.199334745925647
Wake (NSRR),Purcell-NSRR,True,-2.347974443528789
Wake (NSRR),Purcell-NSRR,True,-3.940026002170915
Wake (NSRR),Purcell-NSRR,True,-0.8764773217159869
Wake (NSRR),Purcell-NSRR,True,-5.375322071163868
Wake (NSRR),Purcell-NSRR,True,-1.3985991963462814
Wake (NSRR),Purcell-NSRR,True,-3.3760619608836246
Wake (NSRR),Purcell-NSRR,True,-3.5869270104894597
Wake (NSRR),Purcell-NSRR,True,-5.029649916078043
Wake (NSRR),Purcell-NSRR,True,-3.0419366739776037
Wake (NSRR),Purcell-NSRR,True,0.09648173760350875
Wake (NSRR),Purcell-NSRR,True,-2.151015635143981
Wake (NSRR),Purcell-NSRR,True,-0.828734070288764
Wake (NSRR),Purcell-NSRR,True,1.2714647982874743
Wake (NSRR),Purcell-NSRR,True,-1.5658054015904355
Wake (NSRR),Purcell-NSRR,True,-3.2317588334293665
Wake (NSRR),Purcell-NSRR,True,-1.1536556425394584
Wake (NSRR),Purcell-NSRR,True,-3.2023844726997024
Wake (NSRR),Purcell-NSRR,True,-3.121627173937825
Wake (NSRR),Purcell-NSRR,True,-5.1782988889665305
Wake (NSRR),Purcell-NSRR,True,-0.22401413677544268
Wake (NSRR),Purcell-NSRR,True,-2.8817862549633504
Wake (NSRR),Purcell-NSRR,True,-1.731189233926074
Wake (NSRR),Purcell-NSRR,True,-4.19817459141913
Wake (NSRR),Purcell-NSRR,True,-1.2170580553199903
Wake (NSRR),Purcell-NSRR,True,-3.643189669295749
Wake (NSRR),Purcell-NSRR,True,-2.3870082683995526
Wake (NSRR),Purcell-NSRR,True,-0.32210428436353866
Wake (NSRR),Purcell-NSRR,True,-0.4984439475629139
Wake (NSRR),Purcell-NSRR,True,-2.1446183755655337
Wake (NSRR),Purcell-NSRR,True,-5.681065582317895
Wake (NSRR),Purcell-NSRR,True,3.9614573968732976
Wake (NSRR),Purcell-NSRR,True,1.4359570950209766
Wake (NSRR),Purcell-NSRR,True,-0.6363381476013252
Wake (NSRR),Purcell-NSRR,True,-3.625493353622118
Wake (NSRR),Purcell-NSRR,True,-2.3300626894542313
Wake (NSRR),Purcell-NSRR,True,-3.200610849424457
Wake (NSRR),Purcell-NSRR,True,0.45973732759932906
Wake (NSRR),Purcell-NSRR,True,-1.5683425321428777
Wake (NSRR),Purcell-NSRR,True,-3.688198019335251
Wake (NSRR),Purcell-NSRR,True,-3.05343888659412
Wake (NSRR),Purcell-NSRR,True,0.17078660709530924
Wake (NSRR),Purcell-NSRR,True,1.1407413373758906
Wake (NSRR),Purcell-NSRR,True,0.9953902505700274
Wake (NSRR),Purcell-NSRR,True,-0.5667530727483627
Wake (NSRR),Purcell-NSRR,True,-2.6116511198391223
Wake (NSRR),Purcell-NSRR,True,-8.665165918005341
Wake (NSRR),Purcell-NSRR,True,-1.4981500725818098
Wake (NSRR),Purcell-NSRR,True,-2.103703857482181
Wake (NSRR),Purcell-NSRR,True,-1.816488734146743
Wake (NSRR),Purcell-NSRR,True,-1.9908395753094204
Wake (NSRR),Purcell-NSRR,True,-4.7861311143982626
Wake (NSRR),Purcell-NSRR,True,-0.9710584445918913
Wake (NSRR),Purcell-NSRR,True,-0.8195473407344047
Wake (NSRR),Purcell-NSRR,True,-0.7180323275170626
Wake (NSRR),Purcell-NSRR,True,-0.1828602259635137
Wake (NSRR),Purcell-NSRR,True,-0.8765903569601914
Wake (NSRR),Purcell-NSRR,True,-2.9304487542149307
Wake (NSRR),Purcell-NSRR,True,-2.2434686645615107
Wake (NSRR),Purcell-NSRR,True,-1.9154412089499917
Wake (NSRR),Purcell-NSRR,True,-1.8818720539959655
Wake (NSRR),Purcell-NSRR,True,-0.07827037400607484
Wake (NSRR),Purcell-NSRR,True,-0.7963522639305121
Wake (NSRR),Purcell-NSRR,True,2.107325676937974
Wake (NSRR),Purcell-NSRR,True,2.3688487313189452
Wake (NSRR),Purcell-NSRR,True,-1.9386825559483158
Wake (NSRR),Purcell-NSRR,True,-9.870529944697706
Wake (NSRR),Purcell-NSRR,True,0.40500562096994175
Wake (NSRR),Purcell-NSRR,True,-3.194445532174803
Wake (NSRR),Purcell-NSRR,True,-3.7232770276399885
Wake (NSRR),Purcell-NSRR,True,-2.906986945145872
Wake (NSRR),Purcell-NSRR,True,-3.0046037951615383
Wake (NSRR),Purcell-NSRR,True,-0.8599457825791017
Wake (NSRR),Purcell-NSRR,True,-5.25838684642911
Wake (NSRR),Purcell-NSRR,True,-4.282750372406612
Wake (NSRR),Purcell-NSRR,True,-1.4049874330675962
Wake (NSRR),Purcell-NSRR,True,-0.8383268627956291
Wake (NSRR),Purcell-NSRR,True,-0.8006603799114294
Wake (NSRR),Purcell-NSRR,True,-3.6940156461192992
Wake (NSRR),Purcell-NSRR,True,-4.081320039153617
Wake (NSRR),Purcell-NSRR,True,-3.126107529657393
Wake (NSRR),Purcell-NSRR,True,-1.6141762451690547
Wake (NSRR),Purcell-NSRR,True,0.9085959592432666
Wake (NSRR),Purcell-NSRR,True,-6.246755360487816
Wake (NSRR),Purcell-NSRR,True,-2.547050665335237
Wake (NSRR),Purcell-NSRR,True,-4.7991262577110305
Wake (NSRR),Purcell-NSRR,True,-5.446352321213276
Wake (NSRR),Purcell-NSRR,True,-0.14158453294210083
Wake (NSRR),Purcell-NSRR,True,-0.9969503487315277
Wake (NSRR),Purcell-NSRR,True,-1.1897445575427428
Wake (NSRR),Purcell-NSRR,True,-0.23461000679513422
Wake (NSRR),Purcell-NSRR,True,-3.0715936198274236
Wake (NSRR),Purcell-NSRR,True,-2.976237841371838
Wake (NSRR),Purcell-NSRR,True,2.3268465057035113
Wake (NSRR),Purcell-NSRR,True,-2.5993900902542793
Wake (NSRR),Purcell-NSRR,True,-0.6111079100938455
Wake (NSRR),Purcell-NSRR,True,-2.0870752131583283
Wake (NSRR),Purcell-NSRR,True,-5.843350965995478
Wake (NSRR),Purcell-NSRR,True,-6.24106783868441
Wake (NSRR),Purcell-NSRR,True,-3.2726395976196185
Wake (NSRR),Purcell-NSRR,True,0.038963557473834065
Wake (NSRR),Purcell-NSRR,True,-0.5034417878599673
Wake (NSRR),Purcell-NSRR,True,-0.24868343361722678
Wake (NSRR),Purcell-NSRR,True,-4.099103592529689
Wake (NSRR),Purcell-NSRR,True,1.1726903452020059
Wake (NSRR),Purcell-NSRR,True,-4.05423649265237
Wake (NSRR),Purcell-NSRR,True,-1.6689583435522768
Wake (NSRR),Purcell-NSRR,True,-2.120966901434913
Wake (NSRR),Purcell-NSRR,True,-2.452153512424648
Wake (NSRR),Purcell-NSRR,True,0.611103502252047
Wake (NSRR),Purcell-NSRR,True,-3.528088172645868
Wake (NSRR),Purcell-NSRR,True,-4.833408803728058
Wake (NSRR),Purcell-NSRR,True,-2.0595023524099885
Wake (NSRR),Purcell-NSRR,True,-2.909784869197269
Wake (NSRR),Purcell-NSRR,True,4.740346957386022
Wake (NSRR),Purcell-NSRR,True,-0.7298427009952433
Wake (NSRR),Purcell-NSRR,True,-2.9290536268217693
Wake (NSRR),Purcell-NSRR,True,-4.2389844539485235
Wake (NSRR),Purcell-NSRR,True,-5.908222347419189
Wake (NSRR),Purcell-NSRR,True,-4.176416687653214
Wake (NSRR),Purcell-NSRR,True,-1.8672038920174643
Wake (NSRR),Purcell-NSRR,True,0.790825065751823
Wake (NSRR),Purcell-NSRR,True,0.1718013018050626
Wake (NSRR),Purcell-NSRR,True,-1.6360051933255997
Wake (NSRR),Purcell-NSRR,True,-2.7545242312689746
Wake (NSRR),Purcell-NSRR,True,-1.5555637224602632
Wake (NSRR),Purcell-NSRR,True,-3.1504180109497337
Wake (NSRR),Purcell-NSRR,True,1.3802704377085422
Wake (NSRR),Purcell-NSRR,True,-2.4831743429329034
Wake (NSRR),Purcell-NSRR,True,-2.274863472728652
Wake (NSRR),Purcell-NSRR,True,-6.58779263300554
Wake (NSRR),Purcell-NSRR,True,-2.4958219099841665
Wake (NSRR),Purcell-NSRR,True,-0.40583565289531864
Wake (NSRR),Purcell-NSRR,True,-4.2625006865261685
Wake (NSRR),Purcell-NSRR,True,-3.6204635301733963
Wake (NSRR),Purcell-NSRR,True,-0.49449108136258646
Wake (NSRR),Purcell-NSRR,True,-5.090732169847465
Wake (NSRR),Purcell-NSRR,True,0.04240614014373456
Wake (NSRR),Purcell-NSRR,True,-3.1777720285936186
Wake (NSRR),Purcell-NSRR,True,-2.886982556747176
Wake (NSRR),Purcell-NSRR,True,-4.376235302054772
Wake (NSRR),Purcell-NSRR,True,-1.3343279843520301
Wake (NSRR),Purcell-NSRR,True,2.88207584141071
Wake (NSRR),Purcell-NSRR,True,-0.5172027891933275
Wake (NSRR),Purcell-NSRR,True,-3.850471061017365
Wake (NSRR),Purcell-NSRR,True,0.20001720350426888
Wake (NSRR),Purcell-NSRR,True,-2.74138358616621
Wake (NSRR),Purcell-NSRR,True,0.683798694414703
Wake (NSRR),Purcell-NSRR,True,-0.4662064369535954
Wake (NSRR),Purcell-NSRR,True,-8.060860801060462
Wake (NSRR),Purcell-NSRR,True,-4.133602119395668
Wake (NSRR),Purcell-NSRR,True,-0.18729932601867882
Wake (NSRR),Purcell-NSRR,True,-1.7928425396417866
Wake (NSRR),Purcell-NSRR,True,-4.173453336440551
Wake (NSRR),Purcell-NSRR,True,-3.383233858397367
Wake (NSRR),Purcell-NSRR,True,-5.96077628053733
Wake (NSRR),Purcell-NSRR,True,-2.2789859080028676
Wake (NSRR),Purcell-NSRR,True,2.377397175083668
Wake (NSRR),Purcell-NSRR,True,-0.4697366268170131
Wake (NSRR),Purcell-NSRR,True,2.336338025169956
Wake (NSRR),Purcell-NSRR,True,-0.31284633902553627
Wake (NSRR),Purcell-NSRR,True,-0.019005523368792243
Wake (NSRR),Purcell-NSRR,True,1.8981794984102693
Wake (NSRR),Purcell-NSRR,True,-1.3359138273619062
Wake (NSRR),Purcell-NSRR,True,-2.4791988855551454
Wake (NSRR),Purcell-NSRR,True,-0.008517964623977026
Wake (NSRR),Purcell-NSRR,True,0.8445200265367676
Wake (NSRR),Purcell-NSRR,True,-3.072091338793494
Wake (NSRR),Purcell-NSRR,True,-3.5614223483634735
Wake (NSRR),Purcell-NSRR,True,-1.8187693957985511
Wake (NSRR),Purcell-NSRR,True,-0.4159325191261387
Wake (NSRR),Purcell-NSRR,True,-0.4835946923329768
Wake (NSRR),Purcell-NSRR,True,-4.984422863545788
Wake (NSRR),Purcell-NSRR,True,1.7716512334671628
Wake (NSRR),Purcell-NSRR,True,-3.398576643235238
Wake (NSRR),Purcell-NSRR,True,-2.6368466023594412
Wake (NSRR),Purcell-NSRR,True,-3.9281815100169335
Wake (NSRR),Purcell-NSRR,True,3.365031915286228
Wake (NSRR),Purcell-NSRR,True,-1.6097247150683025
Wake (NSRR),Purcell-NSRR,True,-3.823513425457999
